TITULO,AUTHOR,EDITORIAL,PRICE,CATEGORIA,DESCRIPCION,PORTADA,STADO
"El vicario de Wakefield","Oliver Goldsmith",///,450,NULL,NULL,NULL,Usado
"La sirena varada","Alejandro Casona",///,450,NULL,NULL,NULL,Usado
"El cardenal","Henry Morton Robinson",Planeta,500,NULL,NULL,NULL,Usado
"Historia de mi vida","Jorge Sand",Fabril,500,NULL,NULL,NULL,Usado
"La celestina","Fernando de Rojas",Longseller,600,NULL,NULL,NULL,Usado
"El manual del Mesías","Richard Bach",Vergara,800,NULL,NULL,NULL,Usado
"La casa olvidada","Choly Berreteaga",Atlantida,750,NULL,NULL,NULL,Usado
Marianela,"Benito Perez Galdos",Sopena,400,NULL,NULL,NULL,Usado
"Breves historias sobre el mar y el río","Carmen Rossi",P.A.N,300,NULL,NULL,NULL,Usado
"Verde oscuridad","Anya Seton","Emece ",600,NULL,NULL,NULL,Usado
"Obras Inmortales",D'annunzio, E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales","Oscar Wilde", E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales",Moliere, E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales","Guy De Maupassant", E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales","Eça De Queiroz", E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales","Victor Hugo", E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales","Anton Chejov", E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales",Stendhal, E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales","León Tolstoi", E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales","Honorato de Balzac", E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales","William Shakespeare", E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Obras Inmortales","Máximo Gorki", E.D.A.F,NULL,NULL,NULL,NULL,Usado
"Alhajas sencillas","R. W. Stevens",Kapeluz,450,NULL,NULL,NULL,Usado
"Enciclopedia de bordado y tapiceria",///,///,450,NULL,NULL,NULL,Usado
"Enciclopedia de estilos decorativos",///,///,450,NULL,NULL,NULL,Usado
"Labores con perlas y cuentas de cristal",///,Kapeluz,450,NULL,NULL,NULL,Usado
"Paja y rafia","100 ideas",///,450,NULL,NULL,NULL,Usado
"Regalos para papa","Ursula Kuhnemann",///,450,NULL,NULL,NULL,Usado
"Trabajos en corcho","100 ideas",///,450,NULL,NULL,NULL,Usado
"Como se cuenta un cuento","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"De America y Europa 1","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"De America y Europa 2","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"El amor en tiempos de colera","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"El general en su laberinto","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"El otoño del patriarca","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Entre cachacos 1","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"La aventura de Miguel","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"La bendita mania de contar","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"La increible historia","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Entre cachacos 2","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Los funerales de la mama grande","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Memoria de mis putas tristes","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Notas de prensa 1","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Notas de prensa 2","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Noticia de un secuestro","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Textos costeños 1","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Textos costeños 2","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Vivir para contarla 1","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"Vivir para contarla 2","Gabriel G. Marquez",Sudamericana,NULL,NULL,NULL,NULL,NULL
"El extraño caso de Dr. Jekyll & Mr. Hyde","Robert Stevenson",Agebe,600,NULL,NULL,NULL,"Nuevo "
"Alicia en el pais de las maravillas","Lewis Caroll",Agebe,700,NULL,NULL,NULL,"Nuevo "
"Alicia a través del espejo","Lewis Caroll",Agebe,700,NULL,NULL,NULL,"Nuevo "
"Martin Fierro","Jose Hernandez",Emece,750,NULL,NULL,NULL,Usado
"Juicio y castigo","Alfredo Leuco",Sudamericana,1500,NULL,NULL,NULL,"Usado "
"La metamorfosis","Franz Kafka",M4,700,NULL,NULL,NULL,Nuevo
"La voragine","Jose Eustasio Rivera",Fontana,650,NULL,NULL,NULL,Nuevo
"Madame Bovary","Gustave Flaubert",Gradifco,700,NULL,NULL,NULL,Nuevo
"Robinson Crusoe","Daniel Defoe",NULL,700,NULL,NULL,NULL,Nuevo
Sidi,"Arturo Perez - Reverte",Sudamericana,3400,NULL,NULL,NULL,Nuevo
"Un mundo feliz","Aldous Huxley",Lucemar,700,NULL,NULL,NULL,Nuevo
"Lazos de amor","Brian Weiss",NULL,700,NULL,NULL,NULL,Usado
Conciencia,Osho,Sudamericana,700,NULL,NULL,NULL,Usado
"Alicia 1-2","Lewis Caroll",Pluton,2000,NULL,NULL,NULL,Nuevo
"Selección de cuentos","Hermanos Grimm",Fontana,800,NULL,NULL,NULL,Nuevo
"Selección de cuentos","Christian Andersen",Fontana,800,NULL,NULL,NULL,Nuevo
Dracula,"Bram Stoker",Fontana,850,NULL,NULL,NULL,Nuevo
"El retrato de Dorian Gray","Osca Wilde",Fontana,650,NULL,NULL,NULL,Nuevo
"Cuentos de amor, de locura y de muerte","Horacio Quiroga",Fontana,650,NULL,NULL,NULL,Nuevo
"El principito","Antoine de Saint-Exupéry","El gato de hojalata",850,NULL,NULL,NULL,Nuevo
"Edipo rey, Edipo en Colono y Antígona",Sofocles,Pluton,750,NULL,NULL,NULL,Nuevo
"La pluralidad de mundos habitados","Camilo Flammarión",///,NULL,NULL,NULL,NULL,Usado
"Lo desconocido y los problemas psíquicos","Camilo Flammarión",///,NULL,NULL,NULL,NULL,Usado
"Les fleurs du mal","Charles Baudelaire",///,NULL,NULL,NULL,NULL,Usado
"El fin del mundo","Camilo Flammarión",///,NULL,NULL,NULL,NULL,Usado
"Para Ellas - Colección de Novelitas y Cuentos","Adela Sánchez C. de Escobar","Montaner y Simón",NULL,NULL,NULL,NULL,Usado
"Nuevo método de lectura expresiva","José H. Figueira","Cabaut y Cía.",NULL,NULL,NULL,NULL,Usado
"Historia de Gil Blas de Santillana",Lesage,"Montaner y Simón",NULL,NULL,NULL,NULL,Usado
Psicología,"Juan M. Turon",///,NULL,NULL,NULL,NULL,Usado
"Memorias y autobiografía","Museo Histórico Nacional",///,NULL,NULL,NULL,NULL,Usado
"Historia de la literatura española","Jaime Fitzmaurice Kelly",///,NULL,NULL,NULL,NULL,Usado
"Gramática filosófica de la lectura castellana","Eduardo Benot",///,NULL,NULL,NULL,NULL,Usado
"El federalismo argentino","Francisco Ramos Mejía",///,NULL,NULL,NULL,NULL,Usado
"Aritmética intuitiva y geometría","C. Champy Alvear",Estrada,NULL,NULL,NULL,NULL,Usado
"El criador de gorilas","Roberto Arlt",Futura,NULL,NULL,NULL,NULL,Usado
"Nociones de instrucción cívica","A. Condomi Alcorta","Cabaut y Cía",NULL,NULL,NULL,NULL,Usado
"Enseñanza práctica de la composición ","Juana Caso de Sedano Acosta",///,NULL,NULL,NULL,NULL,Usado
"Curso práctico de concentración mental","Ernesto Wood",///,NULL,NULL,NULL,NULL,Usado
"El mecanismo de la vida económica","Octavio Morató",///,NULL,NULL,NULL,NULL,Usado
Molloy,"Samuel Beckett",///,NULL,NULL,NULL,NULL,Usado
"El cuaderno negro","Lawrence Durrell",///,NULL,NULL,NULL,NULL,Usado
"La hermosa vida","Jorge Capelo",Sur,NULL,NULL,NULL,NULL,Usado
"Lazos de sangre","Sidney Sheldon","Círculo de lectores",NULL,NULL,NULL,NULL,Usado
"Como un hombre piensa, así es su vida","James Allen",Obelisco,NULL,NULL,NULL,NULL,Usado
"Antología de lo sobrenatural",///,Bronte,NULL,NULL,NULL,NULL,Usado
Alquimia,"Titus Burckhardt","Plaza & James",NULL,NULL,NULL,NULL,Usado
"II Palazzo Ducale di Urbino","Carlo Bo",///,NULL,NULL,NULL,NULL,Nuevo
"Il Duomo e il Battistero di Firenze","Umberto Baldini",///,NULL,NULL,NULL,NULL,Nuevo
"Storia Della basílica di S. Nicola Di Bari","P. Gerardo Cioffari OP.",///,NULL,NULL,NULL,NULL,Usado
"Las cartas de San Pablo","Mons. Dr. Juan Straubinger",Aldi+Peuser,NULL,NULL,NULL,NULL,Usado
"Don Segundo Sombra","Ricardo Guiraldes",///,NULL,NULL,NULL,NULL,Usado
